UF,MUNICÍPIO,DDD
AC,ACRELÂNDIA,68
AC,ASSIS BRASIL,68
AC,BRASILÉIA,68
AC,BUJARI,68
AC,CAPIXABA,68
AC,CRUZEIRO DO SUL,68
AC,EPITACIOLÂNDIA,68
AC,FEIJÓ,68
AC,JORDÃO,68
AC,MÂNCIO LIMA,68
AC,MANOEL URBANO,68
AC,MARECHAL THAUMATURGO,68
AC,PLÁCIDO DE CASTRO,68
AC,PORTO ACRE,68
AC,PORTO WALTER,68
AC,RIO BRANCO,68
AC,RODRIGUES ALVES,68
AC,SANTA ROSA DO PURUS,68
AC,SENA MADUREIRA,68
AC,SENADOR GUIOMARD,68
AC,TARAUACÁ,68
AC,XAPURI,68
AL,ÁGUA BRANCA,82
AL,ANADIA,82
AL,ARAPIRACA,82
AL,ATALAIA,82
AL,BARRA DE SANTO ANTÔNIO,82
AL,BARRA DE SÃO MIGUEL,82
AL,BATALHA,82
AL,BELÉM,82
AL,BELO MONTE,82
AL,BOCA DA MATA,82
AL,BRANQUINHA,82
AL,CACIMBINHAS,82
AL,CAJUEIRO,82
AL,CAMPESTRE,82
AL,CAMPO ALEGRE,82
AL,CAMPO GRANDE,82
AL,CANAPI,82
AL,CAPELA,82
AL,CARNEIROS,82
AL,CHÃ PRETA,82
AL,COITÉ DO NÓIA,82
AL,COLÔNIA LEOPOLDINA,82
AL,COQUEIRO SECO,82
AL,CORURIPE,82
AL,CRAÍBAS,82
AL,DELMIRO GOUVEIA,82
AL,DOIS RIACHOS,82
AL,ESTRELA DE ALAGOAS,82
AL,FEIRA GRANDE,82
AL,FELIZ DESERTO,82
AL,FLEXEIRAS,82
AL,GIRAU DO PONCIANO,82
AL,IBATEGUARA,82
AL,IGACI,82
AL,IGREJA NOVA,82
AL,INHAPI,82
AL,JACARÉ DOS HOMENS,82
AL,JACUÍPE,82
AL,JAPARATINGA,82
AL,JARAMATAIA,82
AL,JEQUIA DA PRAIA,82
AL,JOAQUIM GOMES,82
AL,JUNDIÁ,82
AL,JUNQUEIRO,82
AL,LAGOA DA CANOA,82
AL,LIMOEIRO DE ANADIA,82
AL,MACEIÓ,82
AL,MAJOR ISIDORO,82
AL,MAR VERMELHO,82
AL,MARAGOGI,82
AL,MARAVILHA,82
AL,MARECHAL DEODORO,82
AL,MARIBONDO,82
AL,MATA GRANDE,82
AL,MATRIZ DE CAMARAGIBE,82
AL,MESSIAS,82
AL,MINADOR DO NEGRÃO,82
AL,MONTEIRÓPOLIS,82
AL,MURICI,82
AL,NOVO LINO,82
AL,OLHO D'ÁGUA DAS FLORES,82
AL,OLHO D'ÁGUA DO CASADO,82
AL,OLHO D'ÁGUA GRANDE,82
AL,OLIVENÇA,82
AL,OURO BRANCO,82
AL,PALESTINA,82
AL,PALMEIRA DOS ÍNDIOS,82
AL,PÃO DE AÇÚCAR,82
AL,PARICONHA,82
AL,PARIPUEIRA,82
AL,PASSO DE CAMARAGIBE,82
AL,PAULO JACINTO,82
AL,PENEDO,82
AL,PIAÇABUÇU,82
AL,PILAR,82
AL,PINDOBA,82
AL,PIRANHAS,82
AL,POÇO DAS TRINCHEIRAS,82
AL,PORTO CALVO,82
AL,PORTO DE PEDRAS,82
AL,PORTO REAL DO COLÉGIO,82
AL,QUEBRANGULO,82
AL,RIO LARGO,82
AL,ROTEIRO,82
AL,SANTA LUZIA DO NORTE,82
AL,SANTANA DO IPANEMA,82
AL,SANTANA DO MUNDAÚ,82
AL,SÃO BRÁS,82
AL,SÃO JOSÉ DA LAJE,82
AL,SÃO JOSÉ DA TAPERA,82
AL,SÃO LUÍS DO QUITUNDE,82
AL,SÃO MIGUEL DOS CAMPOS,82
AL,SÃO MIGUEL DOS MILAGRES,82
AL,SÃO SEBASTIÃO,82
AL,SATUBA,82
AL,SENADOR RUI PALMEIRA,82
AL,TANQUE D'ARCA,82
AL,TAQUARANA,82
AL,TEOTÔNIO VILELA,82
AL,TRAIPU,82
AL,UNIÃO DOS PALMARES,82
AL,VIÇOSA,82
AM,ALVARÃES,97
AM,AMATURÁ,97
AM,ANAMÃ,97
AM,ANORI,97
AM,APUÍ,97
AM,ATALAIA DO NORTE,97
AM,AUTAZES,92
AM,BARCELOS,97
AM,BARREIRINHA,92
AM,BENJAMIN CONSTANT,97
AM,BERURI,97
AM,BOA VISTA DO RAMOS,92
AM,BOCA DO ACRE,97
AM,BORBA,92
AM,CAAPIRANGA,92
AM,CANUTAMA,97
AM,CARAUARI,97
AM,CAREIRO,92
AM,CAREIRO DA VÁRZEA,92
AM,COARI,97
AM,CODAJÁS,97
AM,EIRUNEPÉ,97
AM,ENVIRA,97
AM,FONTE BOA,97
AM,GUAJARÁ,97
AM,HUMAITÁ,97
AM,IPIXUNA,97
AM,IRANDUBA,92
AM,ITACOATIARA,92
AM,ITAMARATI,97
AM,ITAPIRANGA,92
AM,JAPURÁ,97
AM,JURUÁ,97
AM,JUTAÍ,97
AM,LÁBREA,97
AM,MANACAPURU,92
AM,MANAQUIRI,92
AM,MANAUS,92
AM,MANICORÉ,97
AM,MARAÃ,97
AM,MAUÉS,92
AM,NHAMUNDÁ,92
AM,NOVA OLINDA DO NORTE,92
AM,NOVO AIRÃO,92
AM,NOVO ARIPUANÃ,97
AM,PARINTINS,92
AM,PAUINI,97
AM,PRESIDENTE FIGUEIREDO,92
AM,RIO PRETO DA EVA,92
AM,SANTA ISABEL DO RIO NEGRO,97
AM,SANTO ANTÔNIO DO IÇÁ,97
AM,SÃO GABRIEL DA CACHOEIRA,97
AM,SÃO PAULO DE OLIVENÇA,97
AM,SÃO SEBASTIÃO DO UATUMÃ,92
AM,SILVES,92
AM,TABATINGA,97
AM,TAPAUÁ,97
AM,TEFÉ,97
AM,TONANTINS,97
AM,UARINI,97
AM,URUCARÁ,92
AM,URUCURITUBA,92
AP,AMAPÁ,96
AP,CALÇOENE,96
AP,CUTIAS,96
AP,FERREIRA GOMES,96
AP,ITAUBAL,96
AP,LARANJAL DO JARI,96
AP,MACAPÁ,96
AP,MAZAGÃO,96
AP,OIAPOQUE,96
AP,PEDRA BRANCA DO AMAPARI,96
AP,PORTO GRANDE,96
AP,PRACUÚBA,96
AP,SANTANA,96
AP,SERRA DO NAVIO,96
AP,TARTARUGALZINHO,96
AP,VITÓRIA DO JARI,96
BA,ABAÍRA,77
BA,ABARÉ,75
BA,ACAJUTIBA,75
BA,ADUSTINA,75
BA,ÁGUA FRIA,75
BA,AIQUARA,73
BA,ALAGOINHAS,75
BA,ALCOBAÇA,73
BA,ALMADINA,73
BA,AMARGOSA,75
BA,AMÉLIA RODRIGUES,75
BA,AMÉRICA DOURADA,74
BA,ANAGÉ,77
BA,ANDARAÍ,75
BA,ANDORINHA,74
BA,ANGICAL,77
BA,ANGUERA,75
BA,ANTAS,75
BA,ANTÔNIO CARDOSO,75
BA,ANTÔNIO GONÇALVES,74
BA,APORÁ,75
BA,APUAREMA,73
BA,ARAÇAS,75
BA,ARACATU,77
BA,ARACI,75
BA,ARAMARI,75
BA,ARATACA,73
BA,ARATUÍPE,75
BA,AURELINO LEAL,73
BA,BAIANÓPOLIS,77
BA,BAIXA GRANDE,74
BA,BANZAÊ,75
BA,BARRA,74
BA,BARRA DA ESTIVA,77
BA,BARRA DO CHOÇA,77
BA,BARRA DO MENDES,74
BA,BARRA DO ROCHA,73
BA,BARREIRAS,77
BA,BARRO ALTO,74
BA,BARRO PRETO,73
BA,BARROCAS,75
BA,BELMONTE,73
BA,BELO CAMPO,77
BA,BIRITINGA,75
BA,BOA NOVA,77
BA,BOA VISTA DO TUPIM,75
BA,BOM JESUS DA LAPA,77
BA,BOM JESUS DA SERRA,77
BA,BONINAL,75
BA,BONITO,75
BA,BOQUIRA,77
BA,BOTUPORÃ,77
BA,BREJÕES,75
BA,BREJOLÂNDIA,77
BA,BROTAS DE MACAÚBAS,77
BA,BRUMADO,77
BA,BUERAREMA,73
BA,BURITIRAMA,77
BA,CAATIBA,77
BA,CABACEIRAS DO PARAGUAÇU,75
BA,CACHOEIRA,75
BA,CACULÉ,77
BA,CAÉM,74
BA,CAETANOS,77
BA,CAETITÉ,77
BA,CAFARNAUM,74
BA,CAIRU,75
BA,CALDEIRÃO GRANDE,74
BA,CAMACAN,73
BA,CAMAÇARI,71
BA,CAMAMU,73
BA,CAMPO ALEGRE DE LOURDES,74
BA,CAMPO FORMOSO,74
BA,CANÁPOLIS,77
BA,CANARANA,74
BA,CANAVIEIRAS,73
BA,CANDEAL,75
BA,CANDEIAS,71
BA,CANDIBA,77
BA,CÂNDIDO SALES,77
BA,CANSANÇÃO,75
BA,CANUDOS,75
BA,CAPELA DO ALTO ALEGRE,75
BA,CAPIM GROSSO,74
BA,CARAÍBAS,77
BA,CARAVELAS,73
BA,CARDEAL DA SILVA,75
BA,CARINHANHA,77
BA,CASA NOVA,74
BA,CASTRO ALVES,75
BA,CATOLÂNDIA,77
BA,CATU,71
BA,CATURAMA,77
BA,CENTRAL,74
BA,CHORROCHÓ,75
BA,CÍCERO DANTAS,75
BA,CIPÓ,75
BA,COARACI,73
BA,COCOS,77
BA,CONCEIÇÃO DA FEIRA,75
BA,CONCEIÇÃO DO ALMEIDA,75
BA,CONCEIÇÃO DO COITÉ,75
BA,CONCEIÇÃO DO JACUÍPE,75
BA,CONDE,75
BA,CONDEÚBA,77
BA,CONTENDAS DO SINCORÁ,77
BA,CORAÇÃO DE MARIA,75
BA,CORDEIROS,77
BA,CORIBE,77
BA,CORONEL JOÃO SÁ,75
BA,CORRENTINA,77
BA,COTEGIPE,77
BA,CRAVOLÂNDIA,73
BA,CRISÓPOLIS,75
BA,CRISTÓPOLIS,77
BA,CRUZ DAS ALMAS,75
BA,CURAÇÁ,74
BA,DÁRIO MEIRA,73
BA,DIAS D'ÁVILA,71
BA,DOM BASÍLIO,77
BA,DOM MACEDO COSTA,75
BA,ELÍSIO MEDRADO,75
BA,ENCRUZILHADA,77
BA,ENTRE RIOS,75
BA,ÉRICO CARDOSO,77
BA,ESPLANADA,75
BA,EUCLIDES DA CUNHA,75
BA,EUNÁPOLIS,73
BA,FÁTIMA,75
BA,FEIRA DA MATA,77
BA,FEIRA DE SANTANA,75
BA,FILADÉLFIA,74
BA,FIRMINO ALVES,73
BA,FLORESTA AZUL,73
BA,FORMOSA DO RIO PRETO,77
BA,GANDU,73
BA,GAVIÃO,75
BA,GENTIO DO OURO,74
BA,GLÓRIA,75
BA,GONGOGI,73
BA,GOVERNADOR MANGABEIRA,75
BA,GUAJERU,77
BA,GUANAMBI,77
BA,GUARATINGA,73
BA,HELIÓPOLIS,75
BA,IAÇU,75
BA,IBIASSUCÊ,77
BA,IBICARAÍ,73
BA,IBICOARA,77
BA,IBICUÍ,73
BA,IBIPEBA,74
BA,IBIPITANGA,77
BA,IBIQUERA,75
BA,IBIRAPITANGA,73
BA,IBIRAPUÃ,73
BA,IBIRATAIA,73
BA,IBITIARA,77
BA,IBITITÁ,74
BA,IBOTIRAMA,77
BA,ICHU,75
BA,IGAPORÃ,77
BA,IGRAPIÚNA,73
BA,IGUAÍ,73
BA,ILHÉUS,73
BA,INHAMBUPE,75
BA,IPECAETÁ,75
BA,IPIAÚ,73
BA,IPIRÁ,75
BA,IPUPIARA,77
BA,IRAJUBA,73
BA,IRAMAIA,77
BA,IRAQUARA,75
BA,IRARÁ,75
BA,IRECÊ,74
BA,ITABELA,73
BA,ITABERABA,75
BA,ITABUNA,73
BA,ITACARÉ,73
BA,ITAETÉ,75
BA,ITAGI,73
BA,ITAGIBÁ,73
BA,ITAGIMIRIM,73
BA,ITAGUAÇU DA BAHIA,74
BA,ITAJU DO COLÔNIA,73
BA,ITAJUÍPE,73
BA,ITAMARAJU,73
BA,ITAMARI,73
BA,ITAMBÉ,77
BA,ITANAGRA,75
BA,ITANHÉM,73
BA,ITAPARICA,71
BA,ITAPÉ,73
BA,ITAPEBI,73
BA,ITAPETINGA,77
BA,ITAPICURU,75
BA,ITAPITANGA,73
BA,ITAQUARA,73
BA,ITARANTIM,73
BA,ITATIM,75
BA,ITIRUÇU,73
BA,ITIÚBA,74
BA,ITORORÓ,73
BA,ITUAÇU,77
BA,ITUBERÁ,73
BA,IUIÚ,77
BA,JABORANDI,77
BA,JACARACI,77
BA,JACOBINA,74
BA,JAGUAQUARA,73
BA,JAGUARARI,74
BA,JAGUARIPE,75
BA,JANDAÍRA,75
BA,JEQUIÉ,73
BA,JEREMOABO,75
BA,JIQUIRIÇÁ,75
BA,JITAÚNA,73
BA,JOÃO DOURADO,74
BA,JUAZEIRO,74
BA,JUCURUÇU,73
BA,JUSSARA,74
BA,JUSSARI,73
BA,JUSSIAPE,77
BA,LAFAIETE COUTINHO,73
BA,LAGOA REAL,77
BA,LAJE,75
BA,LAJEDÃO,73
BA,LAJEDINHO,75
BA,LAJEDO DO TABOCAL,73
BA,LAMARÃO,75
BA,LAPÃO,74
BA,LAURO DE FREITAS,71
BA,LENÇÓIS,75
BA,LICÍNIO DE ALMEIDA,77
BA,LIVRAMENTO DO BRUMADO,77
BA,LUIS EDUARDO MAGALHAES,77
BA,MACAJUBA,74
BA,MACARANI,77
BA,MACAÚBAS,77
BA,MACURURÉ,75
BA,MADRE DE DEUS,71
BA,MAETINGA,77
BA,MAIQUINIQUE,77
BA,MAIRI,74
BA,MALHADA,77
BA,MALHADA DE PEDRAS,77
BA,MANOEL VITORINO,73
BA,MANSIDÃO,77
BA,MARACÁS,73
BA,MARAGOGIPE,75
BA,MARAÚ,73
BA,MARCIONÍLIO SOUZA,75
BA,MASCOTE,73
BA,MATA DE SÃO JOÃO,71
BA,MATINA,77
BA,MEDEIROS NETO,73
BA,MIGUEL CALMON,74
BA,MILAGRES,75
BA,MIRANGABA,74
BA,MIRANTE,77
BA,MONTE SANTO,75
BA,MORPARÁ,77
BA,MORRO DO CHAPÉU,74
BA,MORTUGABA,77
BA,MUCUGÊ,75
BA,MUCURI,73
BA,MULUNGU DO MORRO,74
BA,MUNDO NOVO,74
BA,MUNIZ FERREIRA,75
BA,MUQUÉM DE SÃO FRANCISCO,77
BA,MURITIBA,75
BA,MUTUÍPE,75
BA,NAZARÉ,75
BA,NILO PEÇANHA,73
BA,NORDESTINA,75
BA,NOVA CANAÃ,73
BA,NOVA FÁTIMA,75
BA,NOVA IBIÁ,73
BA,NOVA ITARANA,73
BA,NOVA REDENÇÃO,75
BA,NOVA SOURE,75
BA,NOVA VIÇOSA,73
BA,NOVO HORIZONTE,77
BA,NOVO TRIUNFO,75
BA,OLINDINA,75
BA,OLIVEIRA DOS BREJINHOS,77
BA,OURIÇANGAS,75
BA,OUROLÂNDIA,74
BA,PALMAS DE MONTE ALTO,77
BA,PALMEIRAS,75
BA,PARAMIRIM,77
BA,PARATINGA,77
BA,PARIPIRANGA,75
BA,PAU BRASIL,73
BA,PAULO AFONSO,75
BA,PÉ DE SERRA,75
BA,PEDRÃO,75
BA,PEDRO ALEXANDRE,75
BA,PIATÃ,77
BA,PILÃO ARCADO,74
BA,PINDAÍ,77
BA,PINDOBAÇU,74
BA,PINTADAS,75
BA,PIRAÍ DO NORTE,73
BA,PIRIPÁ,77
BA,PIRITIBA,74
BA,PLANALTINO,73
BA,PLANALTO,77
BA,POÇÕES,77
BA,POJUCA,71
BA,PONTO NOVO,74
BA,PORTO SEGURO,73
BA,POTIRAGUÁ,73
BA,PRADO,73
BA,PRESIDENTE DUTRA,74
BA,PRESIDENTE JÂNIO QUADROS,77
BA,PRESIDENTE TANCREDO NEVES,73
BA,QUEIMADAS,75
BA,QUIJINGUE,75
BA,QUIXABEIRA,74
BA,RAFAEL JAMBEIRO,75
BA,REMANSO,74
BA,RETIROLÂNDIA,75
BA,RIACHÃO DAS NEVES,77
BA,RIACHÃO DO JACUÍPE,75
BA,RIACHO DE SANTANA,77
BA,RIBEIRA DO AMPARO,75
BA,RIBEIRA DO POMBAL,75
BA,RIBEIRÃO DO LARGO,77
BA,RIO DE CONTAS,77
BA,RIO DO ANTÔNIO,77
BA,RIO DO PIRES,77
BA,RIO REAL,75
BA,RODELAS,75
BA,RUY BARBOSA,75
BA,SALINAS DA MARGARIDA,75
BA,SALVADOR,71
BA,SANTA BÁRBARA,75
BA,SANTA BRÍGIDA,75
BA,SANTA CRUZ CABRÁLIA,73
BA,SANTA CRUZ DA VITÓRIA,73
BA,SANTA INÊS,73
BA,SANTA LUZIA,73
BA,SANTA MARIA DA VITÓRIA,77
BA,SANTA RITA DE CÁSSIA,77
BA,SANTA TERESINHA,75
BA,SANTALUZ,75
BA,SANTANA,77
BA,SANTANÓPOLIS,75
BA,SANTO AMARO,75
BA,SANTO ANTÔNIO DE JESUS,75
BA,SANTO ESTÊVÃO,75
BA,SÃO DESIDÉRIO,77
BA,SÃO DOMINGOS,75
BA,SÃO FELIPE,75
BA,SÃO FÉLIX,75
BA,SÃO FÉLIX DO CORIBE,77
BA,SÃO FRANCISCO DO CONDE,71
BA,SÃO GABRIEL,74
BA,SÃO GONÇALO DOS CAMPOS,75
BA,SÃO JOSÉ DA VITÓRIA,73
BA,SÃO JOSÉ DO JACUÍPE,74
BA,SÃO MIGUEL DAS MATAS,75
BA,SÃO SEBASTIÃO DO PASSÉ,71
BA,SAPEAÇU,75
BA,SÁTIRO DIAS,75
BA,SAUBARA,71
BA,SAÚDE,74
BA,SEABRA,75
BA,SEBASTIÃO LARANJEIRAS,77
BA,SENHOR DO BONFIM,74
BA,SENTO SÉ,74
BA,SERRA DO RAMALHO,77
BA,SERRA DOURADA,77
BA,SERRA PRETA,75
BA,SERRINHA,75
BA,SERROLÂNDIA,74
BA,SIMÕES FILHO,71
BA,SÍTIO DO MATO,77
BA,SÍTIO DO QUINTO,75
BA,SOBRADINHO,74
BA,SOUTO SOARES,75
BA,TABOCAS DO BREJO VELHO,77
BA,TANHAÇU,77
BA,TANQUE NOVO,77
BA,TANQUINHO,75
BA,TAPEROÁ,75
BA,TAPIRAMUTÁ,74
BA,TEIXEIRA DE FREITAS,73
BA,TEODORO SAMPAIO,75
BA,TEOFILÂNDIA,75
BA,TEOLÂNDIA,73
BA,TERRA NOVA,75
BA,TREMEDAL,77
BA,TUCANO,75
BA,UAUÁ,74
BA,UBAÍRA,75
BA,UBAITABA,73
BA,UBATÃ,73
BA,UIBAÍ,74
BA,UMBURANAS,74
BA,UNA,73
BA,URANDI,77
BA,URUÇUCA,73
BA,UTINGA,75
BA,VALENÇA,75
BA,VALENTE,75
BA,VÁRZEA DA ROÇA,74
BA,VÁRZEA DO POÇO,74
BA,VÁRZEA NOVA,74
BA,VARZEDO,75
BA,VERA CRUZ,71
BA,VEREDA,73
BA,VITÓRIA DA CONQUISTA,77
BA,WAGNER,75
BA,WANDERLEY,77
BA,WENCESLAU GUIMARÃES,73
BA,XIQUE-XIQUE,74
CE,ABAIARA,88
CE,ACARAPÉ,85
CE,ACARAÚ,88
CE,ACOPIARA,88
CE,AIUABA,88
CE,ALCÂNTARAS,88
CE,ALTANEIRA,88
CE,ALTO SANTO,88
CE,AMONTADA,88
CE,ANTONINA DO NORTE,88
CE,APUIARÉS,85
CE,AQUIRAZ,85
CE,ARACATI,88
CE,ARACOIABA,85
CE,ARARENDÁ,88
CE,ARARIPE,88
CE,ARATUBA,85
CE,ARNEIROZ,88
CE,ASSARÉ,88
CE,AURORA,88
CE,BAIXIO,88
CE,BANABUIÚ,88
CE,BARBALHA,88
CE,BARREIRA,85
CE,BARRO,88
CE,BARROQUINHA,88
CE,BATURITÉ,85
CE,BEBERIBE,85
CE,BELA CRUZ,88
CE,BOA VIAGEM,88
CE,BREJO SANTO,88
CE,CAMOCIM,88
CE,CAMPOS SALES,88
CE,CANINDÉ,85
CE,CAPISTRANO,85
CE,CARIDADE,85
CE,CARIRÉ,88
CE,CARIRIAÇU,88
CE,CARIÚS,88
CE,CARNAUBAL,88
CE,CASCAVEL,85
CE,CATARINA,88
CE,CATUNDA,88
CE,CAUCAIA,85
CE,CEDRO,88
CE,CHAVAL,88
CE,CHORÓ,88
CE,CHOROZINHO,85
CE,COREAÚ,88
CE,CRATEÚS,88
CE,CRATO,88
CE,CROATÁ,88
CE,CRUZ,88
CE,DEPUTADO IRAPUAN PINHEIRO,88
CE,ERERÊ,88
CE,EUSÉBIO,85
CE,FARIAS BRITO,88
CE,FORQUILHA,88
CE,FORTALEZA,85
CE,FORTIM,88
CE,FRECHEIRINHA,88
CE,GENERAL SAMPAIO,85
CE,GRAÇA,88
CE,GRANJA,88
CE,GRANJEIRO,88
CE,GROAÍRAS,88
CE,GUAIÚBA,85
CE,GUARACIABA DO NORTE,88
CE,GUARAMIRANGA,85
CE,HIDROLÂNDIA,88
CE,HORIZONTE,85
CE,IBARETAMA,88
CE,IBIAPINA,88
CE,IBICUITINGA,88
CE,ICAPUÍ,88
CE,ICÓ,88
CE,IGUATU,88
CE,INDEPENDÊNCIA,88
CE,IPAPORANGA,88
CE,IPAUMIRIM,88
CE,IPU,88
CE,IPUEIRAS,88
CE,IRACEMA,88
CE,IRAUÇUBA,88
CE,ITAIÇABA,88
CE,ITAITINGA,85
CE,ITAPAGÉ,85
CE,ITAPIPOCA,88
CE,ITAPIÚNA,88
CE,ITAREMA,88
CE,ITATIRA,88
CE,JAGUARETAMA,88
CE,JAGUARIBARA,88
CE,JAGUARIBE,88
CE,JAGUARUANA,88
CE,JARDIM,88
CE,JATI,88
CE,JIJOCA DE JERICOACOARA,88
CE,JUAZEIRO DO NORTE,88
CE,JUCÁS,88
CE,LAVRAS DA MANGABEIRA,88
CE,LIMOEIRO DO NORTE,88
CE,MADALENA,88
CE,MARACANAÚ,85
CE,MARANGUAPE,85
CE,MARCO,88
CE,MARTINÓPOLE,88
CE,MASSAPÊ,88
CE,MAURITI,88
CE,MERUOCA,88
CE,MILAGRES,88
CE,MILHÃ,88
CE,MIRAÍMA,88
CE,MISSÃO VELHA,88
CE,MOMBAÇA,88
CE,MONSENHOR TABOSA,88
CE,MORADA NOVA,88
CE,MORAÚJO,88
CE,MORRINHOS,88
CE,MUCAMBO,88
CE,MULUNGU,85
CE,NOVA OLINDA,88
CE,NOVA RUSSAS,88
CE,NOVO ORIENTE,88
CE,OCARA,85
CE,ORÓS,88
CE,PACAJUS,85
CE,PACATUBA,85
CE,PACOTI,85
CE,PACUJÁ,88
CE,PALHANO,88
CE,PALMÁCIA,85
CE,PARACURU,85
CE,PARAIPABA,85
CE,PARAMBU,88
CE,PARAMOTI,85
CE,PEDRA BRANCA,88
CE,PENAFORTE,88
CE,PENTECOSTE,85
CE,PEREIRO,88
CE,PINDORETAMA,85
CE,PIQUET CARNEIRO,88
CE,PIRES FERREIRA,88
CE,PORANGA,88
CE,PORTEIRAS,88
CE,POTENGI,88
CE,POTIRETAMA,88
CE,QUITERIANÓPOLIS,88
CE,QUIXADÁ,88
CE,QUIXELÔ,88
CE,QUIXERAMOBIM,88
CE,QUIXERÉ,88
CE,REDENÇÃO,85
CE,RERIUTABA,88
CE,RUSSAS,88
CE,SABOEIRO,88
CE,SALITRE,88
CE,SANTA QUITÉRIA,88
CE,SANTANA DO ACARAÚ,88
CE,SANTANA DO CARIRI,88
CE,SÃO BENEDITO,88
CE,SÃO GONÇALO DO AMARANTE,85
CE,SÃO JOÃO DO JAGUARIBE,88
CE,SÃO LUÍS DO CURU,85
CE,SENADOR POMPEU,88
CE,SENADOR SÁ,88
CE,SOBRAL,88
CE,SOLONÓPOLE,88
CE,TABULEIRO DO NORTE,88
CE,TAMBORIL,88
CE,TARRAFAS,88
CE,TAUÁ,88
CE,TEJUÇUOCA,85
CE,TIANGUÁ,88
CE,TRAIRI,85
CE,TURURU,85
CE,UBAJARA,88
CE,UMARI,88
CE,UMIRIM,85
CE,URUBURETAMA,85
CE,URUOCA,88
CE,VARJOTA,88
CE,VÁRZEA ALEGRE,88
CE,VIÇOSA DO CEARÁ,88
DF,BRASÍLIA,61
ES,AFONSO CLÁUDIO,27
ES,ÁGUA DOCE DO NORTE,27
ES,ÁGUIA BRANCA,27
ES,ALEGRE,28
ES,ALFREDO CHAVES,27
ES,ALTO RIO NOVO,27
ES,ANCHIETA,28
ES,APIACÁ,28
ES,ARACRUZ,27
ES,ATILIO VIVACQUA,28
ES,BAIXO GUANDU,27
ES,BARRA DE SÃO FRANCISCO,27
ES,BOA ESPERANÇA,27
ES,BOM JESUS DO NORTE,28
ES,BREJETUBA,27
ES,CACHOEIRO DE ITAPEMIRIM,28
ES,CARIACICA,27
ES,CASTELO,28
ES,COLATINA,27
ES,CONCEIÇÃO DA BARRA,27
ES,CONCEIÇÃO DO CASTELO,28
ES,DIVINO DE SÃO LOURENÇO,28
ES,DOMINGOS MARTINS,27
ES,DORES DO RIO PRETO,28
ES,ECOPORANGA,27
ES,FUNDÃO,27
ES,GOVERNADOR LINDENBERG,27
ES,GUAÇUÍ,28
ES,GUARAPARI,27
ES,IBATIBA,28
ES,IBIRAÇU,27
ES,IBITIRAMA,28
ES,ICONHA,28
ES,IRUPI,28
ES,ITAGUAÇU,27
ES,ITAPEMIRIM,28
ES,ITARANA,27
ES,IÚNA,28
ES,JAGUARÉ,27
ES,JERÔNIMO MONTEIRO,28
ES,JOÃO NEIVA,27
ES,LARANJA DA TERRA,27
ES,LINHARES,27
ES,MANTENÓPOLIS,27
ES,MARATAIZES,28
ES,MARECHAL FLORIANO,27
ES,MARILÂNDIA,27
ES,MIMOSO DO SUL,28
ES,MONTANHA,27
ES,MUCURICI,27
ES,MUNIZ FREIRE,28
ES,MUQUI,28
ES,NOVA VENÉCIA,27
ES,PANCAS,27
ES,PEDRO CANÁRIO,27
ES,PINHEIROS,27
ES,PIÚMA,28
ES,PONTO BELO,27
ES,PRESIDENTE KENNEDY,28
ES,RIO BANANAL,27
ES,RIO NOVO DO SUL,28
ES,SANTA LEOPOLDINA,27
ES,SANTA MARIA DE JETIBÁ,27
ES,SANTA TERESA,27
ES,SÃO DOMINGOS DO NORTE,27
ES,SÃO GABRIEL DA PALHA,27
ES,SÃO JOSÉ DO CALÇADO,28
ES,SÃO MATEUS,27
ES,SÃO ROQUE DO CANAÃ,27
ES,SERRA,27
ES,SOORETAMA,27
ES,VARGEM ALTA,28
ES,VENDA NOVA DO IMIGRANTE,28
ES,VIANA,27
ES,VILA PAVÃO,27
ES,VILA VALÉRIO,27
ES,VILA VELHA,27
ES,VITÓRIA,27
GO,ABADIA DE GOIÁS,62
GO,ABADIÂNIA,62
GO,ACREÚNA,64
GO,ADELÂNDIA,64
GO,ÁGUA FRIA DE GOIÁS,62
GO,ÁGUA LIMPA,64
GO,ÁGUAS LINDAS DE GOIÁS,61
GO,ALEXÂNIA,62
GO,ALOÂNDIA,64
GO,ALTO HORIZONTE,62
GO,ALTO PARAÍSO DE GOIÁS,62
GO,ALVORADA DO NORTE,62
GO,AMARALINA,62
GO,AMERICANO DO BRASIL,64
GO,AMORINÓPOLIS,64
GO,ANÁPOLIS,62
GO,ANHANGUERA,64
GO,ANICUNS,64
GO,APARECIDA DE GOIÂNIA,62
GO,APARECIDA DO RIO DOCE,64
GO,APORÉ,64
GO,ARAÇU,62
GO,ARAGARÇAS,64
GO,ARAGOIÂNIA,62
GO,ARAGUAPAZ,62
GO,ARENÓPOLIS,64
GO,ARUANÃ,62
GO,AURILÂNDIA,64
GO,AVELINÓPOLIS,64
GO,BALIZA,64
GO,BARRO ALTO,62
GO,BELA VISTA DE GOIÁS,62
GO,BOM JARDIM DE GOIÁS,64
GO,BOM JESUS,64
GO,BONFINÓPOLIS,62
GO,BONÓPOLIS,62
GO,BRAZABRANTES,62
GO,BRITÂNIA,62
GO,BURITI ALEGRE,64
GO,BURITI DE GOIÁS,64
GO,BURITINÓPOLIS,62
GO,CABECEIRAS,61
GO,CACHOEIRA ALTA,64
