UF,MUNICIPIO,COD_MUNICIPIO,CN
AC,ACRELÂNDIA,1200013,68
AC,ASSIS BRASIL,1200054,68
AC,BRASILÉIA,1200104,68
AC,BUJARI,1200138,68
AC,CAPIXABA,1200179,68
AC,CRUZEIRO DO SUL,1200203,68
AC,EPITACIOLÂNDIA,1200252,68
AC,FEIJÓ,1200302,68
AC,JORDÃO,1200328,68
AC,MÂNCIO LIMA,1200336,68
AC,MANOEL URBANO,1200344,68
AC,MARECHAL THAUMATURGO,1200351,68
AC,PLÁCIDO DE CASTRO,1200385,68
AC,PORTO ACRE,1200807,68
AC,PORTO WALTER,1200393,68
AC,RIO BRANCO,1200401,68
AC,RODRIGUES ALVES,1200427,68
AC,SANTA ROSA DO PURUS,1200435,68
AC,SENA MADUREIRA,1200500,68
AC,SENADOR GUIOMARD,1200450,68
AC,TARAUACÁ,1200609,68
AC,XAPURI,1200708,68
AL,ÁGUA BRANCA,2700102,82
AL,ANADIA,2700201,82
AL,ARAPIRACA,2700300,82
AL,ATALAIA,2700409,82
AL,BARRA DE SANTO ANTÔNIO,2700508,82
AL,BARRA DE SÃO MIGUEL,2700607,82
AL,BATALHA,2700706,82
AL,BELÉM,2700805,82
AL,BELO MONTE,2700904,82
AL,BOCA DA MATA,2701001,82
AL,BRANQUINHA,2701100,82
AL,CACIMBINHAS,2701209,82
AL,CAJUEIRO,2701308,82
AL,CAMPESTRE,2701357,82
AL,CAMPO ALEGRE,2701407,82
AL,CAMPO GRANDE,2701506,82
AL,CANAPI,2701605,82
AL,CAPELA,2701704,82
AL,CARNEIROS,2701803,82
AL,CHÃ PRETA,2701902,82
AL,COITÉ DO NÓIA,2702009,82
AL,COLÔNIA LEOPOLDINA,2702108,82
AL,COQUEIRO SECO,2702207,82
AL,CORURIPE,2702306,82
AL,CRAÍBAS,2702355,82
AL,DELMIRO GOUVEIA,2702405,82
AL,DOIS RIACHOS,2702504,82
AL,ESTRELA DE ALAGOAS,2702553,82
AL,FEIRA GRANDE,2702603,82
AL,FELIZ DESERTO,2702702,82
AL,FLEXEIRAS,2702801,82
AL,GIRAU DO PONCIANO,2702900,82
AL,IBATEGUARA,2703007,82
AL,IGACI,2703106,82
AL,IGREJA NOVA,2703205,82
AL,INHAPI,2703304,82
AL,JACARÉ DOS HOMENS,2703403,82
AL,JACUÍPE,2703502,82
AL,JAPARATINGA,2703601,82
AL,JARAMATAIA,2703700,82
AL,JEQUIÁ DA PRAIA,2703759,82
AL,JOAQUIM GOMES,2703809,82
AL,JUNDIÁ,2703908,82
AL,JUNQUEIRO,2704005,82
AL,LAGOA DA CANOA,2704104,82
AL,LIMOEIRO DE ANADIA,2704203,82
AL,MACEIÓ,2704302,82
AL,MAJOR ISIDORO,2704401,82
AL,MAR VERMELHO,2704906,82
AL,MARAGOGI,2704500,82
AL,MARAVILHA,2704609,82
AL,MARECHAL DEODORO,2704708,82
AL,MARIBONDO,2704807,82
AL,MATA GRANDE,2705002,82
AL,MATRIZ DE CAMARAGIBE,2705101,82
AL,MESSIAS,2705200,82
AL,MINADOR DO NEGRÃO,2705309,82
AL,MONTEIRÓPOLIS,2705408,82
AL,MURICI,2705507,82
AL,NOVO LINO,2705606,82
AL,OLHO D'ÁGUA DAS FLORES,2705705,82
AL,OLHO D'ÁGUA DO CASADO,2705804,82
AL,OLHO D'ÁGUA GRANDE,2705903,82
AL,OLIVENÇA,2706000,82
AL,OURO BRANCO,2706109,82
AL,PALESTINA,2706208,82
AL,PALMEIRA DOS ÍNDIOS,2706307,82
AL,PÃO DE AÇÚCAR,2706406,82
AL,PARICONHA,2706422,82
AL,PARIPUEIRA,2706448,82
AL,PASSO DE CAMARAGIBE,2706505,82
AL,PAULO JACINTO,2706604,82
AL,PENEDO,2706703,82
AL,PIAÇABUÇU,2706802,82
AL,PILAR,2706901,82
AL,PINDOBA,2707008,82
AL,PIRANHAS,2707107,82
AL,POÇO DAS TRINCHEIRAS,2707206,82
AL,PORTO CALVO,2707305,82
AL,PORTO DE PEDRAS,2707404,82
AL,PORTO REAL DO COLÉGIO,2707503,82
AL,QUEBRANGULO,2707602,82
AL,RIO LARGO,2707701,82
AL,ROTEIRO,2707800,82
AL,SANTA LUZIA DO NORTE,2707909,82
AL,SANTANA DO IPANEMA,2708006,82
AL,SANTANA DO MUNDAÚ,2708105,82
AL,SÃO BRÁS,2708204,82
AL,SÃO JOSÉ DA LAJE,2708303,82
AL,SÃO JOSÉ DA TAPERA,2708402,82
AL,SÃO LUÍS DO QUITUNDE,2708501,82
AL,SÃO MIGUEL DOS CAMPOS,2708600,82
AL,SÃO MIGUEL DOS MILAGRES,2708709,82
AL,SÃO SEBASTIÃO,2708808,82
AL,SATUBA,2708907,82
AL,SENADOR RUI PALMEIRA,2708956,82
AL,TANQUE D'ARCA,2709004,82
AL,TAQUARANA,2709103,82
AL,TEOTÔNIO VILELA,2709152,82
AL,TRAIPU,2709202,82
AL,UNIÃO DOS PALMARES,2709301,82
AL,VIÇOSA,2709400,82
AM,ALVARÃES,1300029,97
AM,AMATURÁ,1300060,97
AM,ANAMÃ,1300086,97
AM,ANORI,1300102,97
AM,APUÍ,1300144,97
AM,ATALAIA DO NORTE,1300201,97
AM,AUTAZES,1300300,92
AM,BARCELOS,1300409,97
AM,BARREIRINHA,1300508,92
AM,BENJAMIN CONSTANT,1300607,97
AM,BERURI,1300631,97
AM,BOA VISTA DO RAMOS,1300680,92
AM,BOCA DO ACRE,1300706,97
AM,BORBA,1300805,92
AM,CAAPIRANGA,1300839,92
AM,CANUTAMA,1300904,97
AM,CARAUARI,1301001,97
AM,CAREIRO,1301100,92
AM,CAREIRO DA VÁRZEA,1301159,92
AM,COARI,1301209,97
AM,CODAJÁS,1301308,97
AM,EIRUNEPÉ,1301407,97
AM,ENVIRA,1301506,97
AM,FONTE BOA,1301605,97
AM,GUAJARÁ,1301654,97
AM,HUMAITÁ,1301704,97
AM,IPIXUNA,1301803,97
AM,IRANDUBA,1301852,92
AM,ITACOATIARA,1301902,92
AM,ITAMARATI,1301951,97
AM,ITAPIRANGA,1302009,92
AM,JAPURÁ,1302108,97
AM,JURUÁ,1302207,97
AM,JUTAÍ,1302306,97
AM,LÁBREA,1302405,97
AM,MANACAPURU,1302504,92
AM,MANAQUIRI,1302553,92
AM,MANAUS,1302603,92
AM,MANICORÉ,1302702,97
AM,MARAÃ,1302801,97
AM,MAUÉS,1302900,92
AM,NHAMUNDÁ,1303007,92
AM,NOVA OLINDA DO NORTE,1303106,92
AM,NOVO AIRÃO,1303205,92
AM,NOVO ARIPUANÃ,1303304,97
AM,PARINTINS,1303403,92
AM,PAUINI,1303502,97
AM,PRESIDENTE FIGUEIREDO,1303536,92
AM,RIO PRETO DA EVA,1303569,92
AM,SANTA ISABEL DO RIO NEGRO,1303601,97
AM,SANTO ANTÔNIO DO IÇÁ,1303700,97
AM,SÃO GABRIEL DA CACHOEIRA,1303809,97
AM,SÃO PAULO DE OLIVENÇA,1303908,97
AM,SÃO SEBASTIÃO DO UATUMÃ,1303957,92
AM,SILVES,1304005,92
AM,TABATINGA,1304062,97
AM,TAPAUÁ,1304104,97
AM,TEFÉ,1304203,97
AM,TONANTINS,1304237,97
AM,UARINI,1304260,97
AM,URUCARÁ,1304302,92
AM,URUCURITUBA,1304401,92
AP,AMAPÁ,1600105,96
AP,CALÇOENE,1600204,96
AP,CUTIAS,1600212,96
AP,FERREIRA GOMES,1600238,96
AP,ITAUBAL,1600253,96
AP,LARANJAL DO JARI,1600279,96
AP,MACAPÁ,1600303,96
AP,MAZAGÃO,1600402,96
AP,OIAPOQUE,1600501,96
AP,PEDRA BRANCA DO AMAPARI,1600154,96
AP,PORTO GRANDE,1600535,96
AP,PRACUÚBA,1600550,96
AP,SANTANA,1600600,96
AP,SERRA DO NAVIO,1600055,96
AP,TARTARUGALZINHO,1600709,96
AP,VITÓRIA DO JARI,1600808,96
BA,ABAÍRA,2900108,77
BA,ABARÉ,2900207,75
BA,ACAJUTIBA,2900306,75
BA,ADUSTINA,2900355,75
BA,ÁGUA FRIA,2900405,75
BA,AIQUARA,2900603,73
BA,ALAGOINHAS,2900702,75
BA,ALCOBAÇA,2900801,73
BA,ALMADINA,2900900,73
BA,AMARGOSA,2901007,75
BA,AMÉLIA RODRIGUES,2901106,75
BA,AMÉRICA DOURADA,2901155,74
BA,ANAGÉ,2901205,77
BA,ANDARAÍ,2901304,75
BA,ANDORINHA,2901353,74
BA,ANGICAL,2901403,77
BA,ANGUERA,2901502,75
BA,ANTAS,2901601,75
BA,ANTÔNIO CARDOSO,2901700,75
BA,ANTÔNIO GONÇALVES,2901809,74
BA,APORÁ,2901908,75
BA,APUAREMA,2901957,73
BA,ARAÇAS,2902054,75
BA,ARACATU,2902005,77
BA,ARACI,2902104,75
BA,ARAMARI,2902203,75
BA,ARATACA,2902252,73
BA,ARATUÍPE,2902302,75
BA,AURELINO LEAL,2902401,73
BA,BAIANÓPOLIS,2902500,77
BA,BAIXA GRANDE,2902609,74
BA,BANZAÊ,2902658,75
BA,BARRA,2902708,74
BA,BARRA DA ESTIVA,2902807,77
BA,BARRA DO CHOÇA,2902906,77
BA,BARRA DO MENDES,2903003,74
BA,BARRA DO ROCHA,2903102,73
BA,BARREIRAS,2903201,77
BA,BARRO ALTO,2903235,74
BA,BARRO PRETO,2903300,73
BA,BARROCAS,2903276,75
BA,BELMONTE,2903409,73
BA,BELO CAMPO,2903508,77
BA,BIRITINGA,2903607,75
BA,BOA NOVA,2903706,77
BA,BOA VISTA DO TUPIM,2903805,75
BA,BOM JESUS DA LAPA,2903904,77
BA,BOM JESUS DA SERRA,2903953,77
BA,BONINAL,2904001,75
BA,BONITO,2904050,75
BA,BOQUIRA,2904100,77
BA,BOTUPORÃ,2904209,77
BA,BREJÕES,2904308,75
BA,BREJOLÂNDIA,2904407,77
BA,BROTAS DE MACAÚBAS,2904506,77
BA,BRUMADO,2904605,77
BA,BUERAREMA,2904704,73
BA,BURITIRAMA,2904753,77
BA,CAATIBA,2904803,77
BA,CABACEIRAS DO PARAGUAÇU,2904852,75
BA,CACHOEIRA,2904902,75
BA,CACULÉ,2905008,77
BA,CAÉM,2905107,74
BA,CAETANOS,2905156,77
BA,CAETITÉ,2905206,77
BA,CAFARNAUM,2905305,74
BA,CAIRU,2905404,75
BA,CALDEIRÃO GRANDE,2905503,74
BA,CAMACAN,2905602,73
BA,CAMAÇARI,2905701,71
BA,CAMAMU,2905800,73
BA,CAMPO ALEGRE DE LOURDES,2905909,74
BA,CAMPO FORMOSO,2906006,74
BA,CANÁPOLIS,2906105,77
BA,CANARANA,2906204,74
BA,CANAVIEIRAS,2906303,73
BA,CANDEAL,2906402,75
BA,CANDEIAS,2906501,71
BA,CANDIBA,2906600,77
BA,CÂNDIDO SALES,2906709,77
BA,CANSANÇÃO,2906808,75
BA,CANUDOS,2906824,75
BA,CAPELA DO ALTO ALEGRE,2906857,75
BA,CAPIM GROSSO,2906873,74
BA,CARAÍBAS,2906899,77
BA,CARAVELAS,2906907,73
BA,CARDEAL DA SILVA,2907004,75
BA,CARINHANHA,2907103,77
BA,CASA NOVA,2907202,74
BA,CASTRO ALVES,2907301,75
BA,CATOLÂNDIA,2907400,77
BA,CATU,2907509,71
BA,CATURAMA,2907558,77
BA,CENTRAL,2907608,74
BA,CHORROCHÓ,2907707,75
BA,CÍCERO DANTAS,2907806,75
BA,CIPÓ,2907905,75
BA,COARACI,2908002,73
BA,COCOS,2908101,77
BA,CONCEIÇÃO DA FEIRA,2908200,75
BA,CONCEIÇÃO DO ALMEIDA,2908309,75
BA,CONCEIÇÃO DO COITÉ,2908408,75
BA,CONCEIÇÃO DO JACUÍPE,2908507,75
BA,CONDE,2908606,75
BA,CONDEÚBA,2908705,77
BA,CONTENDAS DO SINCORÁ,2908804,77
BA,CORAÇÃO DE MARIA,2908903,75
BA,CORDEIROS,2909000,77
BA,CORIBE,2909109,77
BA,CORONEL JOÃO SÁ,2909208,75
BA,CORRENTINA,2909307,77
BA,COTEGIPE,2909406,77
BA,CRAVOLÂNDIA,2909505,73
BA,CRISÓPOLIS,2909604,75
BA,CRISTÓPOLIS,2909703,77
BA,CRUZ DAS ALMAS,2909802,75
BA,CURAÇÁ,2909901,74
BA,DÁRIO MEIRA,2910008,73
BA,DIAS D'ÁVILA,2910057,71
BA,DOM BASÍLIO,2910107,77
BA,DOM MACEDO COSTA,2910206,75
BA,ELÍSIO MEDRADO,2910305,75
BA,ENCRUZILHADA,2910404,77
BA,ENTRE RIOS,2910503,75
BA,ÉRICO CARDOSO,2900504,77
BA,ESPLANADA,2910602,75
BA,EUCLIDES DA CUNHA,2910701,75
BA,EUNÁPOLIS,2910727,73
BA,FÁTIMA,2910750,75
BA,FEIRA DA MATA,2910776,77
BA,FEIRA DE SANTANA,2910800,75
BA,FILADÉLFIA,2910859,74
BA,FIRMINO ALVES,2910909,73
BA,FLORESTA AZUL,2911006,73
BA,FORMOSA DO RIO PRETO,2911105,77
BA,GANDU,2911204,73
BA,GAVIÃO,2911253,75
BA,GENTIO DO OURO,2911303,74
BA,GLÓRIA,2911402,75
BA,GONGOGI,2911501,73
BA,GOVERNADOR MANGABEIRA,2911600,75
BA,GUAJERU,2911659,77
BA,GUANAMBI,2911709,77
BA,GUARATINGA,2911808,73
BA,HELIÓPOLIS,2911857,75
BA,IAÇU,2911907,75
BA,IBIASSUCÊ,2912004,77
BA,IBICARAÍ,2912103,73
BA,IBICOARA,2912202,77
BA,IBICUÍ,2912301,73
BA,IBIPEBA,2912400,74
BA,IBIPITANGA,2912509,77
BA,IBIQUERA,2912608,75
BA,IBIRAPITANGA,2912707,73
BA,IBIRAPUÃ,2912806,73
BA,IBIRATAIA,2912905,73
BA,IBITIARA,2913002,77
BA,IBITITÁ,2913101,74
BA,IBOTIRAMA,2913200,77
BA,ICHU,2913309,75
BA,IGAPORÃ,2913408,77
BA,IGRAPIÚNA,2913457,73
BA,IGUAÍ,2913507,73
BA,ILHÉUS,2913606,73
BA,INHAMBUPE,2913705,75
BA,IPECAETÁ,2913804,75
BA,IPIAÚ,2913903,73
BA,IPIRÁ,2914000,75
BA,IPUPIARA,2914109,77
BA,IRAJUBA,2914208,73
BA,IRAMAIA,2914307,77
BA,IRAQUARA,2914406,75
BA,IRARÁ,2914505,75
BA,IRECÊ,2914604,74
BA,ITABELA,2914653,73
BA,ITABERABA,2914703,75
BA,ITABUNA,2914802,73
BA,ITACARÉ,2914901,73
BA,ITAETÉ,2915007,75
BA,ITAGI,2915106,73
BA,ITAGIBÁ,2915205,73
BA,ITAGIMIRIM,2915304,73
BA,ITAGUAÇU DA BAHIA,2915353,74
BA,ITAJU DO COLÔNIA,2915403,73
BA,ITAJUÍPE,2915502,73
BA,ITAMARAJU,2915601,73
BA,ITAMARI,2915700,73
BA,ITAMBÉ,2915809,77
BA,ITANAGRA,2915908,75
BA,ITANHÉM,2916005,73
BA,ITAPARICA,2916104,71
BA,ITAPÉ,2916203,73
BA,ITAPEBI,2916302,73
BA,ITAPETINGA,2916401,77
BA,ITAPICURU,2916500,75
BA,ITAPITANGA,2916609,73
BA,ITAQUARA,2916708,73
BA,ITARANTIM,2916807,73
BA,ITATIM,2916856,75
BA,ITIRUÇU,2916906,73
BA,ITIÚBA,2917003,74
BA,ITORORÓ,2917102,73
BA,ITUAÇU,2917201,77
BA,ITUBERÁ,2917300,73
BA,IUIÚ,2917334,77
BA,JABORANDI,2917359,77
BA,JACARACI,2917409,77
BA,JACOBINA,2917508,74
BA,JAGUAQUARA,2917607,73
BA,JAGUARARI,2917706,74
BA,JAGUARIPE,2917805,75
BA,JANDAÍRA,2917904,75
BA,JEQUIÉ,2918001,73
BA,JEREMOABO,2918100,75
BA,JIQUIRIÇÁ,2918209,75
BA,JITAÚNA,2918308,73
BA,JOÃO DOURADO,2918357,74
BA,JUAZEIRO,2918407,74
BA,JUCURUÇU,2918456,73
BA,JUSSARA,2918506,74
BA,JUSSARI,2918555,73
BA,JUSSIAPE,2918605,77
BA,LAFAIETE COUTINHO,2918704,73
BA,LAGOA REAL,2918753,77
BA,LAJE,2918803,75
BA,LAJEDÃO,2918902,73
BA,LAJEDINHO,2919009,75
BA,LAJEDO DO TABOCAL,2919058,73
BA,LAMARÃO,2919108,75
BA,LAPÃO,2919157,74
BA,LAURO DE FREITAS,2919207,71
BA,LENÇÓIS,2919306,75
BA,LICÍNIO DE ALMEIDA,2919405,77
BA,LIVRAMENTO DE NOSSA SENHORA,2919504,77
BA,LUÍS EDUARDO MAGALHÃES,2919553,77
BA,MACAJUBA,2919603,74
BA,MACARANI,2919702,77
BA,MACAÚBAS,2919801,77
BA,MACURURÉ,2919900,75
BA,MADRE DE DEUS,2919926,71
BA,MAETINGA,2919959,77
BA,MAIQUINIQUE,2920007,77
BA,MAIRI,2920106,74
BA,MALHADA,2920205,77
BA,MALHADA DE PEDRAS,2920304,77
BA,MANOEL VITORINO,2920403,73
BA,MANSIDÃO,2920452,77
BA,MARACÁS,2920502,73
BA,MARAGOGIPE,2920601,75
BA,MARAÚ,2920700,73
BA,MARCIONÍLIO SOUZA,2920809,75
BA,MASCOTE,2920908,73
BA,MATA DE SÃO JOÃO,2921005,71
BA,MATINA,2921054,77
BA,MEDEIROS NETO,2921104,73
BA,MIGUEL CALMON,2921203,74
BA,MILAGRES,2921302,75
BA,MIRANGABA,2921401,74
BA,MIRANTE,2921450,77
BA,MONTE SANTO,2921500,75
BA,MORPARÁ,2921609,77
BA,MORRO DO CHAPÉU,2921708,74
BA,MORTUGABA,2921807,77
BA,MUCUGÊ,2921906,75
BA,MUCURI,2922003,73
BA,MULUNGU DO MORRO,2922052,74
BA,MUNDO NOVO,2922102,74
BA,MUNIZ FERREIRA,2922201,75
BA,MUQUÉM DE SÃO FRANCISCO,2922250,77
BA,MURITIBA,2922300,75
BA,MUTUÍPE,2922409,75
BA,NAZARÉ,2922508,75
BA,NILO PEÇANHA,2922607,73
BA,NORDESTINA,2922656,75
BA,NOVA CANAÃ,2922706,73
BA,NOVA FÁTIMA,2922730,75
BA,NOVA IBIÁ,2922755,73
BA,NOVA ITARANA,2922805,73
BA,NOVA REDENÇÃO,2922854,75
BA,NOVA SOURE,2922904,75
BA,NOVA VIÇOSA,2923001,73
BA,NOVO HORIZONTE,2923035,77
BA,NOVO TRIUNFO,2923050,75
BA,OLINDINA,2923100,75
BA,OLIVEIRA DOS BREJINHOS,2923209,77
BA,OURIÇANGAS,2923308,75
BA,OUROLÂNDIA,2923357,74
BA,PALMAS DE MONTE ALTO,2923407,77
BA,PALMEIRAS,2923506,75
BA,PARAMIRIM,2923605,77
BA,PARATINGA,2923704,77
BA,PARIPIRANGA,2923803,75
BA,PAU BRASIL,2923902,73
BA,PAULO AFONSO,2924009,75
BA,PÉ DE SERRA,2924058,75
BA,PEDRÃO,2924108,75
BA,PEDRO ALEXANDRE,2924207,75
BA,PIATÃ,2924306,77
BA,PILÃO ARCADO,2924405,74
BA,PINDAÍ,2924504,77
BA,PINDOBAÇU,2924603,74
BA,PINTADAS,2924652,75
BA,PIRAÍ DO NORTE,2924678,73
BA,PIRIPÁ,2924702,77
BA,PIRITIBA,2924801,74
BA,PLANALTINO,2924900,73
BA,PLANALTO,2925006,77
BA,POÇÕES,2925105,77
BA,POJUCA,2925204,71
BA,PONTO NOVO,2925253,74
BA,PORTO SEGURO,2925303,73
BA,POTIRAGUÁ,2925402,73
BA,PRADO,2925501,73
BA,PRESIDENTE DUTRA,2925600,74
BA,PRESIDENTE JÂNIO QUADROS,2925709,77
BA,PRESIDENTE TANCREDO NEVES,2925758,73
BA,QUEIMADAS,2925808,75
BA,QUIJINGUE,2925907,75
BA,QUIXABEIRA,2925931,74
BA,RAFAEL JAMBEIRO,2925956,75
BA,REMANSO,2926004,74
BA,RETIROLÂNDIA,2926103,75
BA,RIACHÃO DAS NEVES,2926202,77
BA,RIACHÃO DO JACUÍPE,2926301,75
BA,RIACHO DE SANTANA,2926400,77
BA,RIBEIRA DO AMPARO,2926509,75
BA,RIBEIRA DO POMBAL,2926608,75
BA,RIBEIRÃO DO LARGO,2926657,77
BA,RIO DE CONTAS,2926707,77
BA,RIO DO ANTÔNIO,2926806,77
BA,RIO DO PIRES,2926905,77
BA,RIO REAL,2927002,75
BA,RODELAS,2927101,75
BA,RUY BARBOSA,2927200,75
BA,SALINAS DA MARGARIDA,2927309,75
BA,SALVADOR,2927408,71
BA,SANTA BÁRBARA,2927507,75
BA,SANTA BRÍGIDA,2927606,75
BA,SANTA CRUZ CABRÁLIA,2927705,73
BA,SANTA CRUZ DA VITÓRIA,2927804,73
BA,SANTA INÊS,2927903,73
BA,SANTA LUZIA,2928059,73
BA,SANTA MARIA DA VITÓRIA,2928109,77
BA,SANTA RITA DE CÁSSIA,2928406,77
BA,SANTA TERESINHA,2928505,75
BA,SANTALUZ,2928000,75
BA,SANTANA,2928208,77
BA,SANTANÓPOLIS,2928307,75
BA,SANTO AMARO,2928604,75
BA,SANTO ANTÔNIO DE JESUS,2928703,75
BA,SANTO ESTÊVÃO,2928802,75
BA,SÃO DESIDÉRIO,2928901,77
BA,SÃO DOMINGOS,2928950,75
BA,SÃO FELIPE,2929107,75
BA,SÃO FÉLIX,2929008,75
BA,SÃO FÉLIX DO CORIBE,2929057,77
BA,SÃO FRANCISCO DO CONDE,2929206,71
BA,SÃO GABRIEL,2929255,74
BA,SÃO GONÇALO DOS CAMPOS,2929305,75
BA,SÃO JOSÉ DA VITÓRIA,2929354,73
BA,SÃO JOSÉ DO JACUÍPE,2929370,74
BA,SÃO MIGUEL DAS MATAS,2929404,75
BA,SÃO SEBASTIÃO DO PASSÉ,2929503,71
BA,SAPEAÇU,2929602,75
BA,SÁTIRO DIAS,2929701,75
BA,SAUBARA,2929750,71
BA,SAÚDE,2929800,74
BA,SEABRA,2929909,75
BA,SEBASTIÃO LARANJEIRAS,2930006,77
BA,SENHOR DO BONFIM,2930105,74
BA,SENTO SÉ,2930204,74
BA,SERRA DO RAMALHO,2930154,77
BA,SERRA DOURADA,2930303,77
BA,SERRA PRETA,2930402,75
BA,SERRINHA,2930501,75
BA,SERROLÂNDIA,2930600,74
BA,SIMÕES FILHO,2930709,71
BA,SÍTIO DO MATO,2930758,77
BA,SÍTIO DO QUINTO,2930766,75
BA,SOBRADINHO,2930774,74
BA,SOUTO SOARES,2930808,75
BA,TABOCAS DO BREJO VELHO,2930907,77
BA,TANHAÇU,2931004,77
BA,TANQUE NOVO,2931053,77
BA,TANQUINHO,2931103,75
BA,TAPEROÁ,2931202,75
BA,TAPIRAMUTÁ,2931301,74
BA,TEIXEIRA DE FREITAS,2931350,73
BA,TEODORO SAMPAIO,2931400,75
BA,TEOFILÂNDIA,2931509,75
BA,TEOLÂNDIA,2931608,73
BA,TERRA NOVA,2931707,75
BA,TREMEDAL,2931806,77
BA,TUCANO,2931905,75
BA,UAUÁ,2932002,74
BA,UBAÍRA,2932101,75
BA,UBAITABA,2932200,73
BA,UBATÃ,2932309,73
BA,UIBAÍ,2932408,74
BA,UMBURANAS,2932457,74
BA,UNA,2932507,73
BA,URANDI,2932606,77
BA,URUÇUCA,2932705,73
BA,UTINGA,2932804,75
BA,VALENÇA,2932903,75
BA,VALENTE,2933000,75
BA,VÁRZEA DA ROÇA,2933059,74
BA,VÁRZEA DO POÇO,2933109,74
BA,VÁRZEA NOVA,2933158,74
BA,VARZEDO,2933174,75
BA,VERA CRUZ,2933208,71
BA,VEREDA,2933257,73
BA,VITÓRIA DA CONQUISTA,2933307,77
BA,WAGNER,2933406,75
BA,WANDERLEY,2933455,77
BA,WENCESLAU GUIMARÃES,2933505,73
BA,XIQUE-XIQUE,2933604,74
CE,ABAIARA,2300101,88
CE,ACARAPE,2300150,85
CE,ACARAÚ,2300200,88
CE,ACOPIARA,2300309,88
CE,AIUABA,2300408,88
CE,ALCÂNTARAS,2300507,88
CE,ALTANEIRA,2300606,88
CE,ALTO SANTO,2300705,88
CE,AMONTADA,2300754,88
CE,ANTONINA DO NORTE,2300804,88
CE,APUIARÉS,2300903,85
CE,AQUIRAZ,2301000,85
CE,ARACATI,2301109,88
CE,ARACOIABA,2301208,85
CE,ARARENDÁ,2301257,88
CE,ARARIPE,2301307,88
CE,ARATUBA,2301406,85
CE,ARNEIROZ,2301505,88
CE,ASSARÉ,2301604,88
CE,AURORA,2301703,88
CE,BAIXIO,2301802,88
CE,BANABUIÚ,2301851,88
CE,BARBALHA,2301901,88
CE,BARREIRA,2301950,85
CE,BARRO,2302008,88
CE,BARROQUINHA,2302057,88
CE,BATURITÉ,2302107,85
CE,BEBERIBE,2302206,85
CE,BELA CRUZ,2302305,88
CE,BOA VIAGEM,2302404,88
CE,BREJO SANTO,2302503,88
CE,CAMOCIM,2302602,88
CE,CAMPOS SALES,2302701,88
CE,CANINDÉ,2302800,85
CE,CAPISTRANO,2302909,85
CE,CARIDADE,2303006,85
CE,CARIRÉ,2303105,88
CE,CARIRIAÇU,2303204,88
CE,CARIÚS,2303303,88
CE,CARNAUBAL,2303402,88
CE,CASCAVEL,2303501,85
CE,CATARINA,2303600,88
CE,CATUNDA,2303659,88
CE,CAUCAIA,2303709,85
CE,CEDRO,2303808,88
CE,CHAVAL,2303907,88
CE,CHORÓ,2303931,88
CE,CHOROZINHO,2303956,85
CE,COREAÚ,2304004,88
CE,CRATEÚS,2304103,88
CE,CRATO,2304202,88
CE,CROATÁ,2304236,88
CE,CRUZ,2304251,88
CE,DEPUTADO IRAPUAN PINHEIRO,2304269,88
CE,ERERÊ,2304277,88
CE,EUSÉBIO,2304285,85
CE,FARIAS BRITO,2304301,88
CE,FORQUILHA,2304350,88
CE,FORTALEZA,2304400,85
CE,FORTIM,2304459,88
CE,FRECHEIRINHA,2304509,88
CE,GENERAL SAMPAIO,2304608,85
CE,GRAÇA,2304657,88
CE,GRANJA,2304707,88
CE,GRANJEIRO,2304806,88
CE,GROAÍRAS,2304905,88
CE,GUAIÚBA,2304954,85
CE,GUARACIABA DO NORTE,2305001,88
CE,GUARAMIRANGA,2305100,85
CE,HIDROLÂNDIA,2305209,88
CE,HORIZONTE,2305233,85
CE,IBARETAMA,2305266,88
CE,IBIAPINA,2305308,88
CE,IBICUITINGA,2305332,88
CE,ICAPUÍ,2305357,88
CE,ICÓ,2305407,88
CE,IGUATU,2305506,88
CE,INDEPENDÊNCIA,2305605,88
CE,IPAPORANGA,2305654,88
CE,IPAUMIRIM,2305704,88
CE,IPU,2305803,88
CE,IPUEIRAS,2305902,88
CE,IRACEMA,2306009,88
CE,IRAUÇUBA,2306108,88
CE,ITAIÇABA,2306207,88
CE,ITAITINGA,2306256,85
CE,ITAPAJÉ,2306306,85
CE,ITAPIPOCA,2306405,88
CE,ITAPIÚNA,2306504,88
CE,ITAREMA,2306553,88
CE,ITATIRA,2306603,88
CE,JAGUARETAMA,2306702,88
CE,JAGUARIBARA,2306801,88
CE,JAGUARIBE,2306900,88
CE,JAGUARUANA,2307007,88
CE,JARDIM,2307106,88
CE,JATI,2307205,88
CE,JIJOCA DE JERICOACOARA,2307254,88
CE,JUAZEIRO DO NORTE,2307304,88
CE,JUCÁS,2307403,88
CE,LAVRAS DA MANGABEIRA,2307502,88
CE,LIMOEIRO DO NORTE,2307601,88
CE,MADALENA,2307635,88
CE,MARACANAÚ,2307650,85
CE,MARANGUAPE,2307700,85
CE,MARCO,2307809,88
CE,MARTINÓPOLE,2307908,88
CE,MASSAPÊ,2308005,88
CE,MAURITI,2308104,88
CE,MERUOCA,2308203,88
CE,MILAGRES,2308302,88
CE,MILHÃ,2308351,88
CE,MIRAÍMA,2308377,88
CE,MISSÃO VELHA,2308401,88
CE,MOMBAÇA,2308500,88
